
Mention the uses of decoders. 
What is a priority encoder? 
Write the logic equation and draw the internal logic diagram for a 4 to 1 mux? 
"Expand the function f (A, B, C) =A +B’C to standard SOP form? "
"Implement the given function in 4:1 mux f= ∑m(0,1,3,5,6) "
Design a half adder? 
 Design a half adder using NAND – NAND logic
Design a 2-bit magnitude comparator? 
Design an 8421 to gray code converter. 
 Explain the operation of 4 to 10 decoder. 
