
 Which OOPS concept exposes only necessary information to the calling functions?
 Which OOPS concept is used as reuse mechanism?
What is the default access specifier in a class definition?
Which keyword can be used for overloading?
How many instances can be created for an abstract class?
What is static and dynamic binding?
"What arebase class, sub class and super class?"
What is dynamic or run time polymorphism?
What are all the operators that cannot be overloaded?
. What is early and late binding?
